projectBudget,durationDays,taskCount,highPriorityTaskCount,averageAttendanceRate,weatherRisk,materialShortages,costOverrunProbability
2267627.4462951366,323,29,5,0.6507834971774568,0.8570008874660966,3,0.41916408060617694
3517096.062430087,134,92,4,0.8478943176195598,0.9448404991592517,6,0.41328855821619326
2859836.884468368,91,28,4,0.9099561328979626,0.03729712517712647,6,0.2613275233643948
2393439.167363173,37,69,0,0.6854844862259288,0.3131232435253746,0,0.16257656963570963
5016745.586443105,326,24,5,0.6476919003359296,0.15053112519564993,0,0.17197061735026195
2744797.106120683,297,99,15,0.6478885259540649,0.8494226092128844,0,0.3633055342000756
2152261.0572772888,127,31,3,0.7614446602939406,0.7441332182565781,6,0.4041135185813681
2194100.9907047087,244,54,2,0.7044662508322004,0.8630170209042224,1,0.38559956612260343
9542326.421488917,175,72,17,0.6668191247551207,0.9847520212537442,4,0.46731551900639906
4226249.212904444,261,11,1,0.7313809322845803,0.10539715405694994,6,0.3053347444487802
1216252.8018790244,293,82,1,0.6099169775126425,0.048128576518754795,9,0.3840899842412391
2750689.9197599757,66,26,0,0.5698756449503828,0.8881705964951243,1,0.31152331138172423
4011498.8691886137,226,22,0,0.7883020569768097,0.9228542974648114,2,0.36619131261129656
9993341.716295194,88,29,2,0.6210226302316739,0.25219740250608647,9,0.41387011105306376
4319128.587642141,186,89,2,0.7219885103679005,0.96662786871675,3,0.37676482709644643
8080534.75757687,299,32,7,0.9669986163897961,0.7943426318794249,5,0.4284745953976694
559572.2567854804,115,88,11,0.7630995872467212,0.9420222131504351,9,0.5192859739095772
8417182.341675391,217,36,8,0.9348165242333206,0.9256946074279091,5,0.46050616161169017
6211244.679159956,314,56,3,0.8649923070444834,0.2785138053898023,7,0.347411503314825
8255769.66407845,108,98,11,0.7375273753307046,0.39824996294777537,9,0.41726156610982507
1682703.039335313,214,57,0,0.8351122344703752,0.6852886305819903,4,0.40440162081826236
5113745.215381816,259,31,3,0.7294638600622184,0.47160060241521384,7,0.47979610032590075
9134679.263382288,138,76,11,0.5875902720831633,0.7689128389418772,3,0.4194430559799231
1226114.0143963776,122,5,0,0.8606747463662336,0.8635651907670198,4,0.375499730525437
8509334.36227603,100,36,2,0.8474351701203577,0.6315452266833267,6,0.38493265076063704
9940835.740109257,232,58,2,0.7258876357077999,0.6325186123075176,3,0.34399419148291593
3200527.403659259,87,8,0,0.9724519925373325,0.047872894060269955,3,0.15276046710967234
1859556.9569060921,261,94,2,0.8356558635009197,0.2739454164078192,2,0.23699582333764824
3029217.8501330847,193,94,21,0.6798812523241963,0.6753217622289075,7,0.4946267075857595
6931312.536406117,296,64,7,0.5903479491649788,0.4351610693275163,1,0.3245304626600726
6208385.334388895,207,86,17,0.5003574395255289,0.9825753374247466,0,0.41138708898130977
1905409.5941456996,163,16,0,0.7473177701615044,0.0993962492431496,0,0.1696703956834923
9481920.04710121,258,7,0,0.5657482956076525,0.245420232175522,5,0.3442859020445017
2465792.0067508253,257,90,2,0.9899117153443828,0.14519765402655427,3,0.185289739438756
5008914.190587574,222,44,3,0.7530479871217179,0.3337367916939664,7,0.4055085457674376
5534086.304983528,163,65,8,0.8414749828810009,0.7592014786317868,2,0.33429730390868206
8768305.873854717,169,24,0,0.8134346068799847,0.7787781806666751,6,0.45660764032680906
5149014.836299571,35,74,0,0.8538054168341034,0.9151088696594564,8,0.45336844824654254
9302366.89212163,140,11,1,0.5455025838390573,0.7241161914293741,1,0.34659295461067025
9256198.445639707,277,8,0,0.7819963367146401,0.3986695232046431,0,0.19637606317343628
9177950.46909301,195,86,5,0.8604256820411427,0.21727533519658837,8,0.45696365142849765
1774719.6572929507,297,19,2,0.8244891271532093,0.0813063434935355,3,0.23091803888814783
7085864.180413936,201,63,11,0.6216915713590122,0.9246978817112305,0,0.3897878432873678
7152385.877389623,254,87,15,0.6880925200414785,0.4552683741229736,6,0.42987470182181947
904284.3788922072,182,79,10,0.8908961414755165,0.8457655877908123,4,0.4169652753190439
9777183.022646282,67,49,5,0.9604451383029862,0.9830189920078914,1,0.28810080567387086
6488334.152904608,225,76,12,0.7733860060640464,0.9850665172309854,8,0.587678044986793
8598784.718392486,52,65,6,0.7830194446856384,0.04192438903057638,7,0.2732137156897068
8037993.864444724,141,77,16,0.8919017274193631,0.6463510385317368,1,0.2569764548567553
4214058.627605209,43,52,4,0.6230921837008521,0.7189371849664479,4,0.33708645503191703
9974870.215973495,303,96,11,0.5083868178661093,0.27528188816940247,5,0.32728881401903176
7817257.779126793,284,39,2,0.6700943392430914,0.061498973975668614,8,0.4034672737046421
5400961.586495546,364,28,5,0.9345452400936058,0.33750319733948053,9,0.42464055032842446
1852402.0423033407,112,66,14,0.7113306011958862,0.9410229907530918,7,0.522016720223266
2320603.5249146805,41,35,3,0.5649888083865522,0.5288780693151074,8,0.4105871386080566
6010774.395697865,73,36,8,0.8179311690065348,0.1721536048505572,3,0.18752060210401456
3249923.7311020996,177,40,4,0.8953061826410077,0.9378553008359126,5,0.3941903038571434
7471842.560461307,148,65,1,0.6664609750171256,0.24824380262394363,9,0.4090726092165454
1376131.546545535,145,77,13,0.7974546867563773,0.7369041950762704,0,0.2427842754766331
4123833.0548741296,109,55,2,0.8898822032979739,0.10957286626216445,3,0.12439261043340191
2390043.652506169,218,94,14,0.6281905473397909,0.2094684809106777,2,0.2546818337439022
6580822.473113683,125,57,3,0.5664479852292268,0.8781190078636191,5,0.4380660192244476
7179629.972897389,93,43,5,0.698909450630237,0.9266565524698576,5,0.36796351751554435
1901090.4441683658,83,93,18,0.9265816184205091,0.7772981791785253,3,0.2908292899048549
3281221.969826643,213,83,10,0.8791226119990001,0.6504912973759616,5,0.4493256746965201
912105.9671564864,202,46,10,0.7206356003095762,0.7096950030001629,9,0.5786963606522323
756854.2365007022,147,5,0,0.7161868913149552,0.8879334766658347,9,0.5873917708114068
8115966.934786168,171,47,10,0.8041333511137999,0.030183192408702708,5,0.3015185512606881
7959754.163312448,247,7,0,0.7338735621792148,0.4225555635627526,3,0.3142230119253599
8175379.321303429,130,68,15,0.8484883918924653,0.08095339571145199,5,0.31063740169432735
4708492.638718548,78,83,2,0.9564991092924092,0.40091704109953674,9,0.32958962933492847
7835018.896176611,230,97,22,0.641024262087661,0.9895359480794484,3,0.44816166257671103
5276037.343210442,126,70,11,0.5249288666687708,0.9112379582532996,8,0.5633994155919064
6897503.23252179,154,32,0,0.5551736339501552,0.4209073022444425,3,0.3294158134944629
7264415.401695855,192,95,11,0.6916360751639082,0.8201477934504785,2,0.34812943881714137
4697914.253812277,282,45,0,0.5927000324041085,0.1878140783892388,8,0.44006679527719483
5919122.690191476,175,44,4,0.887914798228788,0.37970299425785303,9,0.427202288271386
7672591.895824326,90,35,7,0.724225493070859,0.6280246863911838,1,0.29195345261621813
3399938.745469536,65,51,5,0.8776241565738999,0.5735443117468125,4,0.2631647368590686
265052.0044108777,126,89,3,0.7667588365758972,0.3779437133565702,4,0.3987698557350662
9264414.695105044,220,16,2,0.7240013099023594,0.5307599201034229,4,0.35800272365958213
7142437.469387577,251,7,0,0.7548090234986058,0.34482432636561,6,0.3478972799957978
557704.4376832595,338,17,1,0.6656972388253899,0.6983352099244825,0,0.3419423586168315
1446495.2234022068,287,21,0,0.5762906122339864,0.8574501100910304,4,0.4627955871226984
8829361.471778022,302,65,12,0.5702823463831912,0.29685050822726666,5,0.34344674842901024
8176481.928433366,212,27,5,0.5368589179740688,0.0954488455206588,2,0.34266378723240276
409162.47956006567,33,9,1,0.8660532869003323,0.8437188290659888,4,0.3515046748035915
9671076.930054339,200,5,0,0.5013123549222414,0.7842369662994535,8,0.5203416096862614
2247062.238113978,167,98,18,0.9413502023706087,0.6273897750639652,9,0.4752488786717174
7306593.420045684,312,98,4,0.6941201792866789,0.3870332288031664,2,0.30539526311414933
5574574.98813133,52,96,8,0.8451736667368033,0.4503670584372831,5,0.296270283681539
6101488.871057116,43,91,0,0.5638734606607259,0.2091834594382832,5,0.2742550512822894
7419495.007225383,252,61,2,0.7671541404967909,0.3768823237812132,1,0.16521998046546124
3751213.5170280077,58,34,2,0.5367338435703636,0.9712832313995903,2,0.36835023339159306
124356.35579517791,53,37,0,0.629010165390206,0.5488182366360668,3,0.396469970334713
8992369.129419556,178,84,1,0.7163863460505817,0.06061231580427007,5,0.2766719246341171
1859552.5384463284,72,74,17,0.7480266450910262,0.20073180622623643,2,0.2351610037737383
7497059.650886987,120,24,2,0.7992326864542194,0.0256880063165027,8,0.327725751635791
3716799.515496483,349,44,10,0.6516522551177082,0.3005150006787898,5,0.3779873615280866
6835249.64283975,189,46,8,0.7389839105366327,0.7091491021859648,5,0.4422854398232801
5634142.385356366,104,86,18,0.833960584976039,0.5684820021858499,3,0.3218257251133113
4134776.940020205,353,5,0,0.7841559545144765,0.5492128890648471,6,0.3436492703872998
9836042.736460637,100,73,4,0.6848680107623165,0.4219140191819565,1,0.19289609404301072
8421143.035446577,228,31,5,0.819906722384504,0.4530730447128011,0,0.23082395524291363
3322258.9196741763,221,40,2,0.9711039776694488,0.10196781041752467,9,0.348537106995762
3434643.9458478275,177,60,3,0.8530909335263372,0.8006367947530623,4,0.3741086398247403
682037.3291333512,357,34,6,0.7617896138304607,0.14069726898793045,3,0.3453959922594394
3347239.7966835024,318,38,5,0.8490646826417176,0.10619855787837928,6,0.33998718026214164
2629152.0366536235,118,25,3,0.9828402990756195,0.29776496369518335,9,0.4104380936318945
1357788.324627008,81,15,2,0.7752338041052682,0.709241391512032,8,0.469504096810911
3008172.204448846,332,92,8,0.7229775798545699,0.5103573578017281,2,0.33856267923580224
3666232.778735015,168,7,0,0.9015156884991788,0.6567618976074692,4,0.325562036447527
2015885.0734694283,214,50,0,0.6184986826677792,0.7888850105794839,8,0.5798205258329835
1843131.3452490997,192,66,14,0.5664576554484573,0.15586900793335912,1,0.2533156190210807
8706912.251611872,252,96,6,0.6478081738601797,0.27013865511934154,3,0.3131905718281875
9013955.010403967,215,49,10,0.5504735791849873,0.724502560090642,1,0.38364880454277317
6222815.071202671,314,64,8,0.5359125343837106,0.8961437261940961,3,0.4520609791425147
6253292.626721845,345,41,3,0.5455336094944034,0.7258792463600698,1,0.3638067856686327
4611117.664395842,108,88,11,0.6308251904505409,0.7988743518202435,9,0.4901897554269495
104432.10604519329,130,64,3,0.5969200955802689,0.1368564354073991,6,0.3915194386548142
3285406.7779280813,262,60,13,0.9948333980287667,0.9513491935437075,6,0.48245521063032654
9811042.157555388,100,86,1,0.739880316630106,0.5506766754503392,7,0.39889375197743143
8989458.969756657,275,72,12,0.8338791900837829,0.7813927302654923,0,0.3455370152343168
5792896.332382153,155,24,0,0.6363659922375866,0.3996978907853822,4,0.3051115817218193
6314958.776971334,234,52,2,0.6510362993682522,0.15309856859934579,7,0.3132686614846293
7040432.122851934,39,96,6,0.7770186389284433,0.8144267024449416,3,0.2839924341826305
6186523.642469478,195,9,1,0.8578915749033038,0.5626223140478895,0,0.22625592546090445
9827171.396723952,102,24,2,0.6254124873949402,0.9961714402880918,6,0.5048484684747033
2388172.9441141086,197,74,7,0.9708126219918785,0.651525771136056,6,0.40656761224550836
5679312.041679365,241,90,19,0.7453380539917339,0.937155784775654,3,0.4566550245212454
7067901.319298217,249,93,11,0.5794342386919279,0.32896126659503067,9,0.41892916016604326
1973064.7838137818,324,18,1,0.8619399658732788,0.6293707884118928,9,0.5228238032649746
2055362.9637761596,37,52,0,0.5179831349353311,0.8741288488041128,4,0.3858796624637825
3853590.05257431,188,17,1,0.7049862425671083,0.2259669479633608,8,0.40327131391202076
8015416.086801388,156,15,0,0.9273616887936955,0.06026121925667993,8,0.3578655672034239
5947829.656771364,323,79,4,0.6624969847881212,0.33459246811010857,5,0.36010300576340604
3344637.5785897947,84,33,6,0.918218546563278,0.15389244141082836,3,0.20001421490291307
8046694.81278671,126,87,20,0.6312278687183254,0.8188753023034949,1,0.42422877332678155
8588601.49125976,198,52,3,0.6108989295223357,0.35605418419543466,4,0.28373266115523965
6223868.389906285,215,92,20,0.6298131496402226,0.6135876255373656,7,0.446991385784282
4883586.451316652,150,80,13,0.7385829768862523,0.14102009011936123,9,0.43147518712945443
3950521.54138204,340,76,7,0.503287027465964,0.8981658972643818,8,0.5632122624792469
3872944.6688654637,69,47,7,0.6149484477723051,0.36431590429631666,9,0.4307812374745072
6075789.984623962,288,97,13,0.9345016350178973,0.38961834056885747,4,0.2546445014946957
7246447.991749352,301,44,8,0.9848062408883829,0.06351930516716742,0,0.11765212203912544
9961318.435928589,251,44,2,0.5728742615221285,0.9755715330765101,2,0.39181907662300236
2142230.096958175,64,27,4,0.770830076224352,0.44473192964067554,7,0.352018574232675
3794321.228567052,237,56,13,0.7576138649691699,0.5489364004061061,7,0.5664634166751809
5993045.267283434,229,66,2,0.7219530047309684,0.31418546740501774,6,0.41570599787201307
4548709.8935239045,311,32,5,0.7866794139080672,0.1452350459712315,3,0.2925742920988338
5538380.916437141,323,13,1,0.9591432058077787,0.8611496683209874,3,0.3510956601962724
9035045.5422913,117,80,3,0.5126090953170113,0.4650416377250498,3,0.26847286842051826
5844771.533318544,321,35,7,0.7233671856334762,0.5073696187796751,4,0.39887682986758716
7486196.865220931,114,42,0,0.5482716920801136,0.25466844773819775,3,0.2568368755099062
8368123.537961445,255,16,1,0.6838044353162989,0.37120209755148903,9,0.41789400266638393
2307278.4649367915,81,31,6,0.8078185960782553,0.20180945953465734,2,0.18843918225357376
1947128.278899187,145,23,3,0.8970150984029407,0.5754284046981745,4,0.3049765700570589
1958611.0171470155,77,11,1,0.8727396199960988,0.1007277491882026,5,0.2135385299859696
6138156.298678601,357,97,11,0.6263467974408328,0.9440292173068889,0,0.3591264843542556
7240263.784151634,201,74,15,0.8088507244982419,0.6459039164201201,8,0.48321781558389826
8629373.067826621,180,66,10,0.9853431884247266,0.7715793013053259,2,0.3354843425652937
4310946.613495614,38,12,1,0.8941675852834057,0.8897651194409345,7,0.3545115201122122
342865.6150628029,259,62,1,0.7431172661485468,0.0006103945137523326,0,0.24499259198079953
7691443.430219841,175,34,1,0.5292460641162946,0.3048763057705438,5,0.38211621853987127
8804393.256888455,68,33,6,0.5339655047297192,0.5376120834161386,9,0.48934505047963744
7287982.977968267,196,75,1,0.7275364087452258,0.4800647132670067,0,0.30930897728643936
7115697.836826784,230,92,1,0.5326473262321245,0.4660995825197547,8,0.4280266843414016
5330861.975093953,347,68,15,0.7585826323073664,0.505247827643666,7,0.49940232536406104
6028630.272859496,228,59,4,0.6552102428927264,0.20755316269842472,3,0.237831019091394
5243416.220947011,360,65,4,0.9217291586771321,0.7115157798783877,3,0.4543621533652169
8676336.873735951,274,62,11,0.8885901477984128,0.5844185442985107,3,0.3801308975298454
6452512.3585426975,276,79,17,0.8258271787184968,0.3917127783334483,5,0.35150112661354743
3629123.5804923642,149,80,11,0.6838267380552808,0.6251211864253606,5,0.42391946074256603
1376822.9745727412,266,87,12,0.6204498794626736,0.11227558187740916,5,0.302516484398401
7565528.200543596,174,70,15,0.6558290907432034,0.8916578307778918,8,0.5871188153644257
3779398.377489396,245,81,7,0.7630409975446109,0.7274596295676303,0,0.26553234615723403
7372679.238568289,325,88,14,0.6314536986957691,0.3149346730345771,4,0.34654550281031443
3888812.277565126,331,80,6,0.6270779300507936,0.9011824936993359,6,0.5080824433147086
8284772.03687024,225,10,1,0.6724619284249895,0.178944161313904,6,0.3619995125789123
2509446.303323252,333,42,2,0.5875057360970706,0.7666699233429556,8,0.5534173422554772
6253360.415668524,303,39,8,0.721276993605225,0.912911983377708,3,0.4642983676998066
3010416.156844472,218,30,6,0.6439873060122208,0.2180949257844692,8,0.4517646372131756
777708.7305264962,259,79,18,0.8979674574136176,0.48637932260704364,2,0.3112308207448077
7513153.958362766,267,18,1,0.6233700205551473,0.9085919723602868,1,0.3988161887136638
9970671.387895677,239,73,3,0.8633039520427916,0.45505997103788765,8,0.45368045423947717
2788091.75793331,146,45,5,0.63549041297068,0.3370050387732644,6,0.4189363292972026
5581833.695775775,290,39,7,0.6007444940033377,0.132748090874808,1,0.2241208595231147
6051206.484084426,284,45,8,0.8617185405789588,0.5032197141525266,3,0.2803062751218665
6902099.469542673,154,60,3,0.9918445228096784,0.4052267054786024,5,0.2792110132483639
2733157.143699551,277,99,9,0.7666417661096793,0.7933082450775029,0,0.35408655910406706
1734127.4746988853,183,16,1,0.9349121829780341,0.35962673466766526,0,0.1667725526523755
8337362.97375983,41,41,3,0.5589999767678095,0.8982106443794368,4,0.3577605584630394
5391756.948649241,170,12,2,0.6671411617999625,0.2607708781314336,8,0.3786142345276582
6966409.185247308,108,27,0,0.8139737449905757,0.9421529962668024,8,0.43089015211913645
2233409.3304832284,92,71,9,0.7124544022474241,0.6127831980573825,9,0.4277124080064968
902035.2028203709,261,88,5,0.6041732804556731,0.06627542362026506,4,0.32525325401692323
8907814.000302412,241,66,15,0.7351577946587415,0.5850205782765253,2,0.3303148449301401
8192717.772737003,182,60,13,0.884910019985501,0.29991208906481415,0,0.20698185133200162
3980173.536951241,113,43,5,0.5811527275924256,0.29677352214495556,6,0.37144352478059633
4106062.2836337704,348,37,3,0.6983256872193082,0.7488990626042158,7,0.46533417209571193
9804884.357448803,226,71,8,0.9738301817981466,0.15286605256783303,6,0.3098607596912136
4281464.8837199155,236,13,1,0.5510811396170391,0.26349163172160084,2,0.33626668088609984
2509936.000295517,266,7,0,0.7523072312702189,0.17796191741294498,5,0.31925109403792845
3042074.0076091103,334,16,3,0.746187340468059,0.3380877733936868,4,0.3222190000495023
6238089.081176228,361,37,6,0.778289561366144,0.6213739781483565,6,0.4433127761855187
9937361.842474662,343,40,8,0.9699667060082076,0.1265461780397149,4,0.2717541683427729
8509987.670863964,310,40,7,0.6997597582587756,0.9261457535408488,9,0.6399332256182664
1699494.7213055496,178,84,12,0.9499746384561436,0.7983850541129496,8,0.5012468017460617
8388106.902650539,116,40,7,0.9067490524260973,0.3751099364732332,3,0.2734867902850546
8324132.350470266,327,6,0,0.7935651530648808,0.3060950626168064,2,0.2543885605670101
5491912.943220519,283,45,6,0.9100989981652041,0.828845864600317,2,0.34966301910089204
9046323.760459587,176,8,0,0.8985370259571875,0.08544421427361348,2,0.19788679550746668
333544.89042689913,46,86,8,0.8004003637407948,0.13070986727736444,9,0.36649756081199286
5428050.790004774,198,94,18,0.6314029174902055,0.9663459707827566,9,0.6564744666216306
8844246.543712646,209,83,12,0.8158706767519277,0.9712244385746427,6,0.4837536785775051
4052292.6719498276,237,78,18,0.707629382588556,0.7840808641276589,5,0.48011499753191667
2810566.685203682,356,84,9,0.5569284654800015,0.33375288326705865,5,0.3450399894037331
1976960.0839615033,164,8,1,0.7440631092316957,0.49082746041577385,5,0.4033809521597342
1880199.7624146277,195,27,3,0.8642753783842534,0.6814456268894616,3,0.33787083491732817
3762943.2650816957,199,83,4,0.6264332613504344,0.4643136169530785,7,0.4809181520878216
3955635.6523850486,302,19,2,0.8905801548482315,0.935429043646647,9,0.5297231439892615
5927173.852879947,222,25,1,0.7701860299899069,0.3519530812844257,6,0.37780049184959924
7706640.19007981,92,9,0,0.6590170337343086,0.935524062737154,9,0.5057233270731388
592282.9295304652,247,8,1,0.6866093927588182,0.8925340916978947,6,0.47321095877545166
2991946.0442162175,281,71,9,0.8400814503618692,0.9514231224934443,3,0.39733519667111844
2733106.4151448063,127,39,1,0.5988551450138473,0.5702012774527428,1,0.2527752316471751
5105379.855511663,111,74,10,0.7900610422579236,0.5615330448716545,1,0.29072006649762716
9829398.585081715,133,25,4,0.8574234171447215,0.05902112308663199,6,0.26991754452150807
794033.0264774718,124,60,1,0.9395082346877479,0.18780803878749885,1,0.13550474310195162
